"Država","Leto","Starost","Število"
"France",2002,"Less than 2 years","4,553,000"
"France",2002,"From 2 to 5 years","6,288,000"
"France",2002,"From 5 to 10 years","8,915,000"
"France",2002,"Over 10 years","9,404,000"
"Croatia",2002,"Total","1,228,000"
"Croatia",2002,"Less than 2 years","202,000"
"Croatia",2002,"From 2 to 5 years","192,000"
"Croatia",2002,"From 5 to 10 years","214,000"
"Croatia",2002,"Over 10 years","620,000"
"Italy",2002,"Total","33,706,000"
"Italy",2002,"Less than 2 years","4,575,000"
"Italy",2002,"From 2 to 5 years","12,977,000"
"Italy",2002,"From 5 to 10 years","8,176,000"
"Italy",2002,"Over 10 years","7,978,000"
"Cyprus",2002,"Total","288,000"
"Cyprus",2002,"Less than 2 years","18,000"
"Cyprus",2002,"From 2 to 5 years","31,000"
"Cyprus",2002,"From 5 to 10 years","112,000"
"Cyprus",2002,"Over 10 years","127,000"
"Latvia",2002,"Total","619,100"
"Latvia",2002,"Less than 2 years","13,200"
"Latvia",2002,"From 2 to 5 years","22,100"
"Latvia",2002,"From 5 to 10 years","44,900"
"Latvia",2002,"Over 10 years","538,900"
"Lithuania",2002,"Total","1,180,945"
"Lithuania",2002,"Less than 2 years","14,093"
"Lithuania",2002,"From 2 to 5 years","16,069"
"Lithuania",2002,"From 5 to 10 years","54,314"
"Lithuania",2002,"Over 10 years","1,096,469"
"Luxembourg",2002,"Total","287,000"
"Luxembourg",2002,"Less than 2 years","76,000"
"Luxembourg",2002,"From 2 to 5 years","84,000"
"Luxembourg",2002,"From 5 to 10 years","73,000"
"Luxembourg",2002,"Over 10 years","54,000"
"Hungary",2002,"Total","2,629,500"
"Hungary",2002,"Less than 2 years","309,000"
"Hungary",2002,"From 2 to 5 years","382,000"
"Hungary",2002,"From 5 to 10 years","454,100"
"Hungary",2002,"Over 10 years","1,484,400"
"Malta",2002,"Total","201,900"
"Malta",2002,"Less than 2 years","12,900"
"Malta",2002,"From 2 to 5 years","34,500"
"Malta",2002,"From 5 to 10 years","55,900"
"Malta",2002,"Over 10 years","98,700"
"Netherlands",2002,"Total","6,855,000"
"Netherlands",2002,"Less than 2 years","1,012,000"
"Netherlands",2002,"From 2 to 5 years","1,655,000"
"Netherlands",2002,"From 5 to 10 years","2,045,000"
"Netherlands",2002,"Over 10 years","2,143,000"
"Austria",2002,"Total","3,987,000"
"Austria",2002,"Less than 2 years","535,000"
"Austria",2002,"From 2 to 5 years","866,000"
"Austria",2002,"From 5 to 10 years","1,296,000"
"Austria",2002,"Over 10 years","1,290,000"
"Poland",2002,"Total","11,028,900"
"Poland",2002,"Less than 2 years","734,500"
"Poland",2002,"From 2 to 5 years","1,724,200"
"Poland",2002,"From 5 to 10 years","2,533,700"
"Poland",2002,"Over 10 years","6,036,500"
"Portugal",2002,"Total","5,788,000"
"Romania",2002,"Total","2,971,000"
"Slovenia",2002,"Total","914,500"
"Slovenia",2002,"Less than 2 years","227,800"
"Slovenia",2002,"From 2 to 5 years","230,100"
"Slovenia",2002,"From 5 to 10 years","274,800"
"Slovenia",2002,"Over 10 years","181,900"
"Slovakia",2002,"Total","1,326,900"
"Finland",2002,"Total","2,195,000"
"Finland",2002,"Less than 2 years","228,000"
"Finland",2002,"From 2 to 5 years","404,000"
"Finland",2002,"From 5 to 10 years","409,000"
"Finland",2002,"Over 10 years","1,138,000"
"Sweden",2002,"Total","4,043,000"
"Sweden",2002,"Less than 2 years","726,000"
"Sweden",2002,"From 2 to 5 years","873,000"
"Sweden",2002,"From 5 to 10 years","825,000"
"Sweden",2002,"Over 10 years","1,619,000"
"United Kingdom",2002,"Total","26,460,000"
"United Kingdom",2002,"Less than 2 years","5,034,000"
"United Kingdom",2002,"From 2 to 5 years","6,419,000"
"United Kingdom",2002,"From 5 to 10 years","8,493,000"
"United Kingdom",2002,"Over 10 years","5,837,000"
"Iceland",2002,"Total","162,000"
"Iceland",2002,"Less than 2 years","30,000"
"Iceland",2002,"From 2 to 5 years","44,000"
"Iceland",2002,"From 5 to 10 years","32,000"
"Iceland",2002,"Over 10 years","56,000"
"Liechtenstein",2002,"Total","23,000"
"Liechtenstein",2002,"Less than 2 years","4,000"
"Liechtenstein",2002,"From 2 to 5 years","6,000"
"Liechtenstein",2002,"From 5 to 10 years","7,000"
"Liechtenstein",2002,"Over 10 years","5,000"
"Switzerland",2002,"Total","3,701,000"
"Switzerland",2002,"Less than 2 years","599,000"
"Switzerland",2002,"From 2 to 5 years","867,000"
"Switzerland",2002,"From 5 to 10 years","1,131,000"
"Switzerland",2002,"Over 10 years","1,103,000"
"Former Yugoslav Republic of Macedonia, the",2002,"Total","308,000"
"Former Yugoslav Republic of Macedonia, the",2002,"Less than 2 years","8,000"
"Former Yugoslav Republic of Macedonia, the",2002,"From 2 to 5 years","29,000"
"Former Yugoslav Republic of Macedonia, the",2002,"From 5 to 10 years","64,000"
"Former Yugoslav Republic of Macedonia, the",2002,"Over 10 years","207,000"
"Turkey",2002,"Total","4,600,140"
"Belgium",2003,"Total","4,821,000"
"Belgium",2003,"Less than 2 years","690,000"
"Belgium",2003,"From 2 to 5 years","1,230,000"
"Belgium",2003,"From 5 to 10 years","1,481,000"
"Belgium",2003,"Over 10 years","1,420,000"
"Bulgaria",2003,"Total","2,309,000"
"Czech Republic",2003,"Total","3,706,012"
"Czech Republic",2003,"Less than 2 years","288,382"
"Czech Republic",2003,"From 2 to 5 years","443,742"
"Czech Republic",2003,"From 5 to 10 years","881,230"
"Czech Republic",2003,"Over 10 years","2,092,658"
"Germany (until 1990 former territory of the FRG)",2003,"Total","45,023,000"
"Germany (until 1990 former territory of the FRG)",2003,"Less than 2 years","6,490,253"
"Germany (until 1990 former territory of the FRG)",2003,"From 2 to 5 years","9,879,099"
"Germany (until 1990 former territory of the FRG)",2003,"From 5 to 10 years","14,885,626"
"Germany (until 1990 former territory of the FRG)",2003,"Over 10 years","13,767,948"
"Estonia",2003,"Total","434,000"
"Estonia",2003,"Less than 2 years","30,200"
"Estonia",2003,"From 2 to 5 years","33,800"
"Estonia",2003,"From 5 to 10 years","68,900"
"Estonia",2003,"Over 10 years","301,000"
"Ireland",2003,"Total","1,532,000"
"Ireland",2003,"Less than 2 years","272,000"
"Ireland",2003,"From 2 to 5 years","516,000"
"Ireland",2003,"From 5 to 10 years","567,000"
"Ireland",2003,"Over 10 years","152,000"
"Greece",2003,"Total","3,840,000"
"Spain",2003,"Total","18,688,000"
"Spain",2003,"Less than 2 years","2,718,000"
"Spain",2003,"From 2 to 5 years","4,129,000"
"Spain",2003,"From 5 to 10 years","4,469,000"
"Spain",2003,"Over 10 years","7,372,000"
"France",2003,"Total","29,560,000"
"France",2003,"Less than 2 years","4,230,000"
"France",2003,"From 2 to 5 years","6,630,000"
"France",2003,"From 5 to 10 years","9,171,000"
"France",2003,"Over 10 years","9,529,000"
"Croatia",2003,"Total","1,282,000"
"Croatia",2003,"Less than 2 years","210,000"
"Croatia",2003,"From 2 to 5 years","198,000"
"Croatia",2003,"From 5 to 10 years","257,000"
"Croatia",2003,"Over 10 years","617,000"
"Italy",2003,"Total","34,310,000"
"Italy",2003,"Less than 2 years","4,478,000"
"Italy",2003,"From 2 to 5 years","13,770,000"
"Italy",2003,"From 5 to 10 years","7,727,000"
"Italy",2003,"Over 10 years","8,336,000"
"Cyprus",2003,"Total","303,000"
"Cyprus",2003,"Less than 2 years","17,000"
"Cyprus",2003,"From 2 to 5 years","36,000"
"Cyprus",2003,"From 5 to 10 years","113,000"
"Cyprus",2003,"Over 10 years","137,000"
"Latvia",2003,"Total","648,900"
"Latvia",2003,"Less than 2 years","14,800"
"Latvia",2003,"From 2 to 5 years","23,100"
"Latvia",2003,"From 5 to 10 years","50,200"
"Latvia",2003,"Over 10 years","560,800"
"Lithuania",2003,"Total","1,256,853"
"Lithuania",2003,"Less than 2 years","15,271"
"Lithuania",2003,"From 2 to 5 years","19,678"
"Lithuania",2003,"From 5 to 10 years","60,111"
"Lithuania",2003,"Over 10 years","1,161,793"
"Luxembourg",2003,"Total","293,000"
"Luxembourg",2003,"Less than 2 years","77,000"
"Luxembourg",2003,"From 2 to 5 years","87,000"
"Luxembourg",2003,"From 5 to 10 years","76,000"
"Luxembourg",2003,"Over 10 years","54,000"
"Hungary",2003,"Total","2,777,000"
"Hungary",2003,"Less than 2 years","367,000"
"Hungary",2003,"From 2 to 5 years","432,000"
"Hungary",2003,"From 5 to 10 years","505,000"
"Hungary",2003,"Over 10 years","1,473,000"
"Netherlands",2003,"Total","6,909,000"
"Netherlands",2003,"Less than 2 years","961,000"
"Netherlands",2003,"From 2 to 5 years","1,641,000"
"Netherlands",2003,"From 5 to 10 years","2,171,000"
"Netherlands",2003,"Over 10 years","2,136,000"
"Austria",2003,"Total","4,054,000"
"Austria",2003,"Less than 2 years","539,000"
"Austria",2003,"From 2 to 5 years","866,000"
"Austria",2003,"From 5 to 10 years","1,302,000"
"Austria",2003,"Over 10 years","1,348,000"
"Poland",2003,"Total","11,243,800"
"Poland",2003,"Less than 2 years","638,200"
"Poland",2003,"From 2 to 5 years","1,406,200"
"Poland",2003,"From 5 to 10 years","2,841,700"
"Poland",2003,"Over 10 years","6,358,000"
"Slovenia",2003,"Total","890,000"
"Slovenia",2003,"Less than 2 years","98,000"
"Slovenia",2003,"From 2 to 5 years","206,000"
"Slovenia",2003,"From 5 to 10 years","327,000"
"Slovenia",2003,"Over 10 years","280,000"
"Slovakia",2003,"Total","1,356,200"
"Finland",2003,"Total","2,275,000"
"Finland",2003,"Less than 2 years","266,000"
"Finland",2003,"From 2 to 5 years","393,000"
"Finland",2003,"From 5 to 10 years","494,000"
"Finland",2003,"Over 10 years","1,107,000"
"Sweden",2003,"Total","4,075,000"
"Sweden",2003,"Less than 2 years","693,000"
"Sweden",2003,"From 2 to 5 years","916,000"
"Sweden",2003,"From 5 to 10 years","869,000"
"Sweden",2003,"Over 10 years","1,597,000"
"United Kingdom",2003,"Total","26,953,000"
"United Kingdom",2003,"Less than 2 years","5,070,000"
"United Kingdom",2003,"From 2 to 5 years","6,664,000"
"United Kingdom",2003,"From 5 to 10 years","8,868,000"
"United Kingdom",2003,"Over 10 years","5,638,000"
"Iceland",2003,"Total","167,000"
"Iceland",2003,"Less than 2 years","25,000"
"Iceland",2003,"From 2 to 5 years","49,000"
"Iceland",2003,"From 5 to 10 years","35,000"
"Iceland",2003,"Over 10 years","58,000"
"Liechtenstein",2003,"Total","23,520"
"Liechtenstein",2003,"Less than 2 years","4,220"
"Liechtenstein",2003,"From 2 to 5 years","6,490"
"Liechtenstein",2003,"From 5 to 10 years","7,330"
"Liechtenstein",2003,"Over 10 years","5,480"
"Switzerland",2003,"Total","3,754,000"
"Switzerland",2003,"Less than 2 years","561,000"
"Switzerland",2003,"From 2 to 5 years","899,000"
"Switzerland",2003,"From 5 to 10 years","11,560,000"
"Switzerland",2003,"Over 10 years","1,133,000"
"Turkey",2003,"Total","4,700,000"
"Belgium",2004,"Total","4,874,000"
"Belgium",2004,"Less than 2 years","705,000"
"Belgium",2004,"From 2 to 5 years","1,196,000"
"Belgium",2004,"From 5 to 10 years","1,543,000"
"Belgium",2004,"Over 10 years","1,430,000"
"Bulgaria",2004,"Total","2,438,000"
"Czech Republic",2004,"Total","3,816,000"
"Czech Republic",2004,"Less than 2 years","279,000"
"Czech Republic",2004,"From 2 to 5 years","444,000"
"Czech Republic",2004,"From 5 to 10 years","1,006,000"
"Czech Republic",2004,"Over 10 years","2,087,000"
"Germany (until 1990 former territory of the FRG)",2004,"Total","45,376,000"
"Germany (until 1990 former territory of the FRG)",2004,"Less than 2 years","6,492,000"
"Germany (until 1990 former territory of the FRG)",2004,"From 2 to 5 years","9,331,000"
"Germany (until 1990 former territory of the FRG)",2004,"From 5 to 10 years","15,302,000"
"Germany (until 1990 former territory of the FRG)",2004,"Over 10 years","14,251,000"
"Estonia",2004,"Total","471,000"
"Estonia",2004,"Less than 2 years","32,000"
"Estonia",2004,"From 2 to 5 years","40,000"
"Estonia",2004,"From 5 to 10 years","76,000"
"Estonia",2004,"Over 10 years","323,000"
"Ireland",2004,"Total","1,582,000"
"Ireland",2004,"Less than 2 years","273,000"
"Ireland",2004,"From 2 to 5 years","502,000"
"Ireland",2004,"From 5 to 10 years","589,000"
"Ireland",2004,"Over 10 years","218,000"
"Greece",2004,"Total","4,073,511"
"Spain",2004,"Total","19,542,000"
"Spain",2004,"Less than 2 years","2,995,000"
"Spain",2004,"From 2 to 5 years","4,014,000"
"Spain",2004,"From 5 to 10 years","5,014,000"
"Spain",2004,"Over 10 years","7,519,000"
"France",2004,"Total","29,900,000"
"France",2004,"Less than 2 years","4,085,000"
"France",2004,"From 2 to 5 years","6,604,000"
"France",2004,"From 5 to 10 years","9,352,000"
"France",2004,"Over 10 years","9,859,000"
"Croatia",2004,"Total","1,329,000"
"Croatia",2004,"Less than 2 years","210,000"
"Croatia",2004,"From 2 to 5 years","205,000"
"Croatia",2004,"From 5 to 10 years","304,000"
"Croatia",2004,"Over 10 years","610,000"
"Italy",2004,"Total","33,973,000"
"Italy",2004,"Less than 2 years","4,707,000"
"Italy",2004,"From 2 to 5 years","14,394,000"
"Italy",2004,"From 5 to 10 years","7,419,000"
"Italy",2004,"Over 10 years","7,453,000"
"Cyprus",2004,"Total","336,000"
"Cyprus",2004,"Less than 2 years","29,000"
"Cyprus",2004,"From 2 to 5 years","40,000"
"Cyprus",2004,"From 5 to 10 years","115,000"
"Cyprus",2004,"Over 10 years","152,000"
"Latvia",2004,"Total","686,100"
"Latvia",2004,"Less than 2 years","17,700"
"Latvia",2004,"From 2 to 5 years","26,700"
"Latvia",2004,"From 5 to 10 years","59,500"
"Latvia",2004,"Over 10 years","582,200"
"Lithuania",2004,"Total","1,315,914"
"Lithuania",2004,"Less than 2 years","16,448"
"Lithuania",2004,"From 2 to 5 years","25,262"
"Lithuania",2004,"From 5 to 10 years","66,215"
"Lithuania",2004,"Over 10 years","1,207,989"
"Luxembourg",2004,"Total","299,000"
"Luxembourg",2004,"Less than 2 years","82,000"
"Luxembourg",2004,"From 2 to 5 years","86,000"
"Luxembourg",2004,"From 5 to 10 years","79,000"
"Luxembourg",2004,"Over 10 years","53,000"
"Hungary",2004,"Total","2,828,000"
"Hungary",2004,"Less than 2 years","578,000"
"Hungary",2004,"From 2 to 5 years","445,000"
"Hungary",2004,"From 5 to 10 years","516,000"
"Hungary",2004,"Over 10 years","1,289,000"
"Netherlands",2004,"Total","6,992,000"
"Netherlands",2004,"Less than 2 years","946,000"
"Netherlands",2004,"From 2 to 5 years","1,545,000"
"Netherlands",2004,"From 5 to 10 years","2,329,000"
"Netherlands",2004,"Over 10 years","2,173,000"
"Austria",2004,"Total","4,109,000"
"Austria",2004,"Less than 2 years","570,000"
"Austria",2004,"From 2 to 5 years","832,000"
"Austria",2004,"From 5 to 10 years","1,330,000"
"Austria",2004,"Over 10 years","1,376,000"
"Poland",2004,"Total","11,975,000"
"Poland",2004,"Less than 2 years","866,000"
"Poland",2004,"From 2 to 5 years","1,465,000"
"Poland",2004,"From 5 to 10 years","2,941,000"
"Poland",2004,"Over 10 years","6,703,000"
"Romania",2004,"Total","3,225,300"
"Slovenia",2004,"Total","911,000"
"Slovakia",2004,"Total","1,197,000"
"Finland",2004,"Total","2,347,000"
"Finland",2004,"Less than 2 years","291,000"
"Finland",2004,"From 2 to 5 years","372,000"
"Finland",2004,"From 5 to 10 years","571,000"
"Finland",2004,"Over 10 years","1,098,000"
"Sweden",2004,"Total","4,113,000"
"Sweden",2004,"Less than 2 years","733,000"
"Sweden",2004,"From 2 to 5 years","853,000"
"Sweden",2004,"From 5 to 10 years","1,009,000"
"Sweden",2004,"Over 10 years","1,518,000"
"United Kingdom",2004,"Total","27,765,100"
"United Kingdom",2004,"Less than 2 years","4,984,896"
"United Kingdom",2004,"From 2 to 5 years","7,148,608"
"United Kingdom",2004,"From 5 to 10 years","9,239,135"
"United Kingdom",2004,"Over 10 years","5,655,461"
"Iceland",2004,"Total","175,000"
"Iceland",2004,"Less than 2 years","39,000"
"Iceland",2004,"From 2 to 5 years","50,000"
"Iceland",2004,"From 5 to 10 years","34,000"
"Iceland",2004,"Over 10 years","53,000"
"Liechtenstein",2004,"Total","23,940"
"Liechtenstein",2004,"Less than 2 years","3,900"
"Liechtenstein",2004,"From 2 to 5 years","6,590"
"Liechtenstein",2004,"From 5 to 10 years","7,710"
"Liechtenstein",2004,"Over 10 years","5,740"
"Norway",2004,"Total","1,978,000"
"Norway",2004,"Less than 2 years","209,000"
"Norway",2004,"From 2 to 5 years","311,000"
"Norway",2004,"From 5 to 10 years","632,000"
"Norway",2004,"Over 10 years","826,000"
"Switzerland",2004,"Total","3,811,000"
"Switzerland",2004,"Less than 2 years","533,000"
"Switzerland",2004,"From 2 to 5 years","887,000"
"Switzerland",2004,"From 5 to 10 years","1,218,000"
"Switzerland",2004,"Over 10 years","1,173,000"
"Turkey",2004,"Total","5,400,000"
"Turkey",2004,"Less than 2 years","562,000"
"Turkey",2004,"From 2 to 5 years","551,000"
"Turkey",2004,"From 5 to 10 years","2,963,000"
"Turkey",2004,"Over 10 years","1,324,000"
"Belgium",2005,"Total","4,919,000"
"Belgium",2005,"Less than 2 years","1,118,000"
"Belgium",2005,"From 2 to 5 years","1,134,000"
"Belgium",2005,"From 5 to 10 years","1,843,000"
"Belgium",2005,"Over 10 years","1,209,000"
"Bulgaria",2005,"Total","2,538,000"
"Czech Republic",2005,"Total","3,959,000"
"Czech Republic",2005,"Less than 2 years","257,000"
"Czech Republic",2005,"From 2 to 5 years","458,000"
"Czech Republic",2005,"From 5 to 10 years","1,091,000"
"Czech Republic",2005,"Over 10 years","2,152,000"
"Germany (until 1990 former territory of the FRG)",2005,"Total","46,090,000"
"Germany (until 1990 former territory of the FRG)",2005,"Less than 2 years","6,600,000"
"Germany (until 1990 former territory of the FRG)",2005,"From 2 to 5 years","9,232,000"
"Germany (until 1990 former territory of the FRG)",2005,"From 5 to 10 years","15,214,000"
"Germany (until 1990 former territory of the FRG)",2005,"Over 10 years","15,044,000"
"Estonia",2005,"Total","493,700"
"Estonia",2005,"Less than 2 years","35,300"
"Estonia",2005,"From 2 to 5 years","47,400"
"Estonia",2005,"From 5 to 10 years","71,600"
"Estonia",2005,"Over 10 years","339,400"
"Ireland",2005,"Total","1,662,000"
"Greece",2005,"Total","4,303,129"
"France",2005,"Total","30,100,000"
"France",2005,"Less than 2 years","4,121,000"
"France",2005,"From 2 to 5 years","6,442,000"
"France",2005,"From 5 to 10 years","9,561,000"
"France",2005,"Over 10 years","9,977,000"
"Croatia",2005,"Total","1,374,000"
"Croatia",2005,"Less than 2 years","211,000"
"Croatia",2005,"From 2 to 5 years","218,000"
"Croatia",2005,"From 5 to 10 years","349,000"
"Croatia",2005,"Over 10 years","596,000"
"Italy",2005,"Total","34,667,000"
"Italy",2005,"Less than 2 years","4,680,000"
"Italy",2005,"From 2 to 5 years","14,296,000"
"Italy",2005,"From 5 to 10 years","7,599,000"
"Italy",2005,"Over 10 years","8,093,000"
"Cyprus",2005,"Total","355,000"
"Cyprus",2005,"Less than 2 years","38,000"
"Cyprus",2005,"From 2 to 5 years","44,000"
"Cyprus",2005,"From 5 to 10 years","111,000"
"Cyprus",2005,"Over 10 years","162,000"
"Latvia",2005,"Total","742,400"
"Latvia",2005,"Less than 2 years","25,400"
"Latvia",2005,"From 2 to 5 years","30,000"
"Latvia",2005,"From 5 to 10 years","74,400"
"Latvia",2005,"Over 10 years","612,600"
"Lithuania",2005,"Total","1,455,276"
"Lithuania",2005,"Less than 2 years","19,948"
"Lithuania",2005,"From 2 to 5 years","33,033"
"Lithuania",2005,"From 5 to 10 years","84,213"
"Lithuania",2005,"Over 10 years","1,318,082"
"Luxembourg",2005,"Total","307,000"
"Luxembourg",2005,"Less than 2 years","87,000"
"Luxembourg",2005,"From 2 to 5 years","87,000"
"Luxembourg",2005,"From 5 to 10 years","81,000"
"Luxembourg",2005,"Over 10 years","52,000"
"Hungary",2005,"Total","2,889,000"
"Hungary",2005,"Less than 2 years","602,000"
"Hungary",2005,"From 2 to 5 years","501,000"
"Hungary",2005,"From 5 to 10 years","549,000"
"Hungary",2005,"Over 10 years","1,237,000"
"Malta",2005,"Total","212,720"
"Malta",2005,"Less than 2 years","10,941"
"Malta",2005,"From 2 to 5 years","23,319"
"Malta",2005,"From 5 to 10 years","64,479"
"Malta",2005,"Over 10 years","113,981"
"Netherlands",2005,"Total","7,092,000"
"Netherlands",2005,"Less than 2 years","926,000"
"Netherlands",2005,"From 2 to 5 years","1,448,000"
"Netherlands",2005,"From 5 to 10 years","2,471,000"
"Netherlands",2005,"Over 10 years","2,248,000"
"Austria",2005,"Total","4,157,000"
"Austria",2005,"Less than 2 years","576,000"
"Austria",2005,"From 2 to 5 years","824,000"
"Austria",2005,"From 5 to 10 years","1,349,000"
"Austria",2005,"Over 10 years","1,408,000"
"Poland",2005,"Total","12,339,000"
"Poland",2005,"Less than 2 years","646,000"
"Poland",2005,"From 2 to 5 years","920,000"
"Poland",2005,"From 5 to 10 years","3,250,000"
"Poland",2005,"Over 10 years","7,523,000"
"Romania",2005,"Total","3,364,000"
"Slovenia",2005,"Total","960,000"
"Slovenia",2005,"Less than 2 years","107,000"
"Slovenia",2005,"From 2 to 5 years","185,000"
"Slovenia",2005,"From 5 to 10 years","369,000"
"Slovenia",2005,"Over 10 years","301,000"
"Slovakia",2005,"Total","1,303,700"
"Finland",2005,"Total","2,430,000"
"Finland",2005,"Less than 2 years","293,000"
"Finland",2005,"From 2 to 5 years","387,000"
"Finland",2005,"From 5 to 10 years","638,000"
"Finland",2005,"Over 10 years","1,097,000"
"Sweden",2005,"Total","4,154,000"
"Sweden",2005,"Less than 2 years","757,000"
"Sweden",2005,"From 2 to 5 years","761,000"
"Sweden",2005,"From 5 to 10 years","1,184,000"
"Sweden",2005,"Over 10 years","1,452,000"
"United Kingdom",2005,"Total","28,285,000"
"United Kingdom",2005,"Less than 2 years","4,796,640"
"United Kingdom",2005,"From 2 to 5 years","7,475,000"
"United Kingdom",2005,"From 5 to 10 years","9,578,000"
"United Kingdom",2005,"Over 10 years","5,670,000"
"Iceland",2005,"Total","187,000"
"Iceland",2005,"Less than 2 years","36,000"
"Iceland",2005,"From 2 to 5 years","26,000"
"Iceland",2005,"From 5 to 10 years","67,000"
"Iceland",2005,"Over 10 years","58,000"
"Liechtenstein",2005,"Total","24,390"
"Liechtenstein",2005,"Less than 2 years","3,960"
"Liechtenstein",2005,"From 2 to 5 years","6,320"
"Liechtenstein",2005,"From 5 to 10 years","8,280"
"Liechtenstein",2005,"Over 10 years","5,840"
"Norway",2005,"Total","2,029,000"
"Norway",2005,"Less than 2 years","230,000"
"Norway",2005,"From 2 to 5 years","307,000"
"Norway",2005,"From 5 to 10 years","649,000"
"Norway",2005,"Over 10 years","843,000"
"Switzerland",2005,"Total","3,864,000"
"Switzerland",2005,"Less than 2 years","510,000"
"Switzerland",2005,"From 2 to 5 years","853,000"
"Switzerland",2005,"From 5 to 10 years","1,261,000"
"Switzerland",2005,"Over 10 years","1,239,000"
"Former Yugoslav Republic of Macedonia, the",2005,"Total","253,200"
"Former Yugoslav Republic of Macedonia, the",2005,"Less than 2 years","13,700"
"Former Yugoslav Republic of Macedonia, the",2005,"From 2 to 5 years","13,000"
"Former Yugoslav Republic of Macedonia, the",2005,"From 5 to 10 years","55,200"
"Former Yugoslav Republic of Macedonia, the",2005,"Over 10 years","171,300"
"Turkey",2005,"Total","5,773,000"
"Turkey",2005,"Less than 2 years","535,000"
"Turkey",2005,"From 2 to 5 years","649,000"
"Turkey",2005,"From 5 to 10 years","1,609,000"
"Turkey",2005,"Over 10 years","2,980,000"
"Belgium",2006,"Total","4,976,000"
"Belgium",2006,"Less than 2 years","1,191,000"
"Belgium",2006,"From 2 to 5 years","1,078,000"
"Belgium",2006,"From 5 to 10 years","1,517,000"
"Belgium",2006,"Over 10 years","1,190,000"
"Bulgaria",2006,"Total","1,768,000"
"Czech Republic",2006,"Total","4,109,000"
"Czech Republic",2006,"Less than 2 years","254,000"
"Czech Republic",2006,"From 2 to 5 years","466,000"
"Czech Republic",2006,"From 5 to 10 years","1,108,000"
"Czech Republic",2006,"Over 10 years","2,281,000"
"Denmark",2006,"Total","2,479,000"
"Denmark",2006,"Less than 2 years","569,000"
"Denmark",2006,"From 2 to 5 years","375,000"
"Denmark",2006,"From 5 to 10 years","778,000"
"Denmark",2006,"Over 10 years","757,000"
"Germany (until 1990 former territory of the FRG)",2006,"Total","46,570,000"
"Germany (until 1990 former territory of the FRG)",2006,"Less than 2 years","6,804,000"
"Germany (until 1990 former territory of the FRG)",2006,"From 2 to 5 years","9,139,000"
"Germany (until 1990 former territory of the FRG)",2006,"From 5 to 10 years","14,821,000"
"Germany (until 1990 former territory of the FRG)",2006,"Over 10 years","15,805,000"
"Estonia",2006,"Total","554,000"
"Estonia",2006,"Less than 2 years","43,400"
"Estonia",2006,"From 2 to 5 years","55,700"
"Estonia",2006,"From 5 to 10 years","87,900"
"Estonia",2006,"Over 10 years","367,000"
"Ireland",2006,"Total","1,779,000"
"Ireland",2006,"Less than 2 years","324,000"
"Ireland",2006,"From 2 to 5 years","433,000"
"Ireland",2006,"From 5 to 10 years","749,000"
"Ireland",2006,"Over 10 years","274,000"
"Greece",2006,"Total","4,543,016"
"Spain",2006,"Total","21,053,000"
"Spain",2006,"Less than 2 years","4,759,000"
"Spain",2006,"From 2 to 5 years","4,005,000"
"Spain",2006,"From 5 to 10 years","5,521,000"
"Spain",2006,"Over 10 years","3,738,000"
"France",2006,"Total","30,400,000"
"France",2006,"Less than 2 years","4,111,000"
"France",2006,"From 2 to 5 years","6,249,000"
"France",2006,"From 5 to 10 years","9,744,000"
"France",2006,"Over 10 years","10,296,000"
"Croatia",2006,"Total","1,426,000"
"Croatia",2006,"Less than 2 years","214,000"
"Croatia",2006,"From 2 to 5 years","225,000"
"Croatia",2006,"From 5 to 10 years","397,000"
"Croatia",2006,"Over 10 years","590,000"
"Italy",2006,"Total","35,297,000"
"Italy",2006,"Less than 2 years","4,759,000"
"Italy",2006,"From 2 to 5 years","14,190,000"
"Italy",2006,"From 5 to 10 years","8,171,000"
"Italy",2006,"Over 10 years","8,177,000"
"Cyprus",2006,"Total","373,000"
"Cyprus",2006,"Less than 2 years","39,000"
"Cyprus",2006,"From 2 to 5 years","55,000"
"Cyprus",2006,"From 5 to 10 years","107,000"
"Cyprus",2006,"Over 10 years","172,000"
"Latvia",2006,"Total","822,010"
"Latvia",2006,"Less than 2 years","42,090"
"Latvia",2006,"From 2 to 5 years","37,030"
"Latvia",2006,"From 5 to 10 years","97,220"
"Latvia",2006,"Over 10 years","645,670"
"Lithuania",2006,"Total","1,592,238"
"Lithuania",2006,"Less than 2 years","25,631"
"Lithuania",2006,"From 2 to 5 years","38,708"
"Lithuania",2006,"From 5 to 10 years","112,740"
"Lithuania",2006,"Over 10 years","1,415,159"
"Luxembourg",2006,"Total","315,000"
"Luxembourg",2006,"Less than 2 years","89,000"
"Luxembourg",2006,"From 2 to 5 years","92,000"
"Luxembourg",2006,"From 5 to 10 years","81,000"
"Luxembourg",2006,"Over 10 years","52,000"
"Hungary",2006,"Total","3,214,000"
"Hungary",2006,"Less than 2 years","570,000"
"Hungary",2006,"From 2 to 5 years","574,000"
"Hungary",2006,"From 5 to 10 years","615,000"
"Hungary",2006,"Over 10 years","1,455,000"
"Malta",2006,"Total","217,924"
"Malta",2006,"Less than 2 years","10,989"
"Malta",2006,"From 2 to 5 years","22,572"
"Malta",2006,"From 5 to 10 years","62,271"
"Malta",2006,"Over 10 years","122,092"
"Netherlands",2006,"Total","7,230,000"
