"Država","Leto","Druzina","Procenti"
"Portugal",2009,"Single female",13.6
"Portugal",2009,"Single male",15.3
"Portugal",2009,"Two adults",13.5
"Portugal",2009,"Three or more adults",5.2
"Portugal",2009,"Households without dependent children",10.1
"Portugal",2009,"Households with dependent children",10
"Romania",2009,"Total",45.8
"Romania",2009,"Single person",29
"Romania",2009,"Single female",25.3
"Romania",2009,"Single male",35.9
"Romania",2009,"Two adults",34.4
"Romania",2009,"Three or more adults",47.9
"Romania",2009,"Households without dependent children",37.9
"Romania",2009,"Households with dependent children",51.3
"Slovenia",2009,"Total",3.1
"Slovenia",2009,"Single person",11.4
"Slovenia",2009,"Single female",12.4
"Slovenia",2009,"Single male",9.6
"Slovenia",2009,"Two adults",4.7
"Slovenia",2009,"Three or more adults",1.8
"Slovenia",2009,"Households without dependent children",4.7
"Slovenia",2009,"Households with dependent children",2
"Slovakia",2009,"Total",18.7
"Slovakia",2009,"Single person",32.9
"Slovakia",2009,"Single female",33.7
"Slovakia",2009,"Single male",31.1
"Slovakia",2009,"Two adults",19.5
"Slovakia",2009,"Three or more adults",15
"Slovakia",2009,"Households without dependent children",20.2
"Slovakia",2009,"Households with dependent children",17.6
"Finland",2009,"Total",8.5
"Finland",2009,"Single person",28.5
"Finland",2009,"Single female",36.2
"Finland",2009,"Single male",18.3
"Finland",2009,"Two adults",4.3
"Finland",2009,"Three or more adults",1.1
"Finland",2009,"Households without dependent children",12.7
"Finland",2009,"Households with dependent children",3.6
"Sweden",2009,"Total",3.1
"Sweden",2009,"Single person",7.7
"Sweden",2009,"Single female",8.3
"Sweden",2009,"Single male",7.1
"Sweden",2009,"Two adults",1.5
"Sweden",2009,"Three or more adults",0.9
"Sweden",2009,"Households without dependent children",3.9
"Sweden",2009,"Households with dependent children",2.3
"United Kingdom",2009,"Total",4.9
"United Kingdom",2009,"Single person",7
"United Kingdom",2009,"Single female",6.1
"United Kingdom",2009,"Single male",8
"United Kingdom",2009,"Two adults",2.8
"United Kingdom",2009,"Three or more adults",3.4
"United Kingdom",2009,"Households without dependent children",4
"United Kingdom",2009,"Households with dependent children",5.7
"Iceland",2009,"Total",1.8
"Iceland",2009,"Single person",6.6
"Iceland",2009,"Single female",6.5
"Iceland",2009,"Single male",6.6
"Iceland",2009,"Two adults",2.2
"Iceland",2009,"Three or more adults",0.5
"Iceland",2009,"Households without dependent children",3.4
"Iceland",2009,"Households with dependent children",0.9
"Norway",2009,"Total",4.8
"Norway",2009,"Single person",12.5
"Norway",2009,"Single female",11.7
"Norway",2009,"Single male",13.3
"Norway",2009,"Two adults",2.2
"Norway",2009,"Three or more adults",3.9
"Norway",2009,"Households without dependent children",6.5
"Norway",2009,"Households with dependent children",3.2
"Switzerland",2009,"Total",4.3
"Switzerland",2009,"Single person",9.3
"Switzerland",2009,"Single female",11
"Switzerland",2009,"Single male",6.9
"Switzerland",2009,"Two adults",2.3
"Switzerland",2009,"Three or more adults",4.7
"Switzerland",2009,"Households without dependent children",4.5
"Switzerland",2009,"Households with dependent children",4.1
"Turkey",2009,"Total",58
"Turkey",2009,"Single person",38.8
"Turkey",2009,"Single female",33.8
"Turkey",2009,"Single male",49.9
"Turkey",2009,"Two adults",50.9
"Turkey",2009,"Three or more adults",52.4
"Turkey",2009,"Households without dependent children",50.6
"Turkey",2009,"Households with dependent children",60.5
"European Union (28 countries)",2010,"Total",8.2
"European Union (28 countries)",2010,"Single person",12
"European Union (28 countries)",2010,"Single female",11.7
"European Union (28 countries)",2010,"Single male",12.5
"European Union (28 countries)",2010,"Two adults",5.7
"European Union (28 countries)",2010,"Three or more adults",7.5
"European Union (28 countries)",2010,"Households without dependent children",7.8
"European Union (28 countries)",2010,"Households with dependent children",8.5
"European Union (27 countries)",2010,"Total",8.1
"European Union (27 countries)",2010,"Single person",12
"European Union (27 countries)",2010,"Single female",11.7
"European Union (27 countries)",2010,"Single male",12.5
"European Union (27 countries)",2010,"Two adults",5.6
"European Union (27 countries)",2010,"Three or more adults",7.5
"European Union (27 countries)",2010,"Households without dependent children",7.8
"European Union (27 countries)",2010,"Households with dependent children",8.5
"Euro area (19 countries)",2010,"Total",5.3
"Euro area (19 countries)",2010,"Single person",11.4
"Euro area (19 countries)",2010,"Single female",11.2
"Euro area (19 countries)",2010,"Single male",11.6
"Euro area (19 countries)",2010,"Two adults",3.6
"Euro area (19 countries)",2010,"Three or more adults",3.8
"Euro area (19 countries)",2010,"Households without dependent children",5.8
"Euro area (19 countries)",2010,"Households with dependent children",4.8
"Euro area (18 countries)",2010,"Total",5.2
"Euro area (18 countries)",2010,"Single person",11.3
"Euro area (18 countries)",2010,"Single female",11.1
"Euro area (18 countries)",2010,"Single male",11.5
"Euro area (18 countries)",2010,"Two adults",3.5
"Euro area (18 countries)",2010,"Three or more adults",3.8
"Euro area (18 countries)",2010,"Households without dependent children",5.8
"Euro area (18 countries)",2010,"Households with dependent children",4.7
"Belgium",2010,"Total",6.6
"Belgium",2010,"Single person",15.7
"Belgium",2010,"Single female",15.5
"Belgium",2010,"Single male",16
"Belgium",2010,"Two adults",4.1
"Belgium",2010,"Three or more adults",3.2
"Belgium",2010,"Households without dependent children",7.7
"Belgium",2010,"Households with dependent children",5.7
"Bulgaria",2010,"Total",23.9
"Bulgaria",2010,"Single person",27.4
"Bulgaria",2010,"Single female",25.4
"Bulgaria",2010,"Single male",31.6
"Bulgaria",2010,"Two adults",27
"Bulgaria",2010,"Three or more adults",21.2
"Bulgaria",2010,"Households without dependent children",24.5
"Bulgaria",2010,"Households with dependent children",23.5
"Czech Republic",2010,"Total",10.2
"Czech Republic",2010,"Single person",17.7
"Czech Republic",2010,"Single female",18.8
"Czech Republic",2010,"Single male",16
"Czech Republic",2010,"Two adults",9
"Czech Republic",2010,"Three or more adults",7.2
"Czech Republic",2010,"Households without dependent children",10.1
"Czech Republic",2010,"Households with dependent children",10.2
"Denmark",2010,"Total",7.6
"Denmark",2010,"Single person",17.9
"Denmark",2010,"Single female",18.1
"Denmark",2010,"Single male",17.7
"Denmark",2010,"Two adults",3.3
"Denmark",2010,"Three or more adults",1.7
"Denmark",2010,"Households without dependent children",9.8
"Denmark",2010,"Households with dependent children",5.2
"Germany (until 1990 former territory of the FRG)",2010,"Total",5
"Germany (until 1990 former territory of the FRG)",2010,"Single person",13.9
"Germany (until 1990 former territory of the FRG)",2010,"Single female",13.2
"Germany (until 1990 former territory of the FRG)",2010,"Single male",14.6
"Germany (until 1990 former territory of the FRG)",2010,"Two adults",2.4
"Germany (until 1990 former territory of the FRG)",2010,"Three or more adults",1.2
"Germany (until 1990 former territory of the FRG)",2010,"Households without dependent children",6.1
"Germany (until 1990 former territory of the FRG)",2010,"Households with dependent children",3.5
"Estonia",2010,"Total",17.4
"Estonia",2010,"Single person",28.6
"Estonia",2010,"Single female",29
"Estonia",2010,"Single male",27.9
"Estonia",2010,"Two adults",17.9
"Estonia",2010,"Three or more adults",15.5
"Estonia",2010,"Households without dependent children",20.8
"Estonia",2010,"Households with dependent children",14.3
"Greece",2010,"Total",8.4
"Greece",2010,"Single person",20.1
"Greece",2010,"Single female",18.7
"Greece",2010,"Single male",23
"Greece",2010,"Two adults",10
"Greece",2010,"Three or more adults",6.9
"Greece",2010,"Households without dependent children",10.1
"Greece",2010,"Households with dependent children",6.6
"Spain",2010,"Total",5.9
"Spain",2010,"Single person",7.8
"Spain",2010,"Single female",7.5
"Spain",2010,"Single male",8.1
"Spain",2010,"Two adults",4
"Spain",2010,"Three or more adults",5.2
"Spain",2010,"Households without dependent children",5.2
"Spain",2010,"Households with dependent children",6.7
"France",2010,"Total",3.6
"France",2010,"Single person",7.2
"France",2010,"Single female",6.9
"France",2010,"Single male",7.6
"France",2010,"Two adults",1.8
"France",2010,"Three or more adults",2
"France",2010,"Households without dependent children",3.6
"France",2010,"Households with dependent children",3.7
"Croatia",2010,"Total",8.9
"Croatia",2010,"Single person",16.4
"Croatia",2010,"Single female",12
"Croatia",2010,"Single male",24.4
"Croatia",2010,"Two adults",13
"Croatia",2010,"Three or more adults",5.2
"Croatia",2010,"Households without dependent children",10.5
"Croatia",2010,"Households with dependent children",7.6
"Italy",2010,"Total",2.5
"Italy",2010,"Single person",5.1
"Italy",2010,"Single female",5.6
"Italy",2010,"Single male",4.4
"Italy",2010,"Two adults",2.8
"Italy",2010,"Three or more adults",1.5
"Italy",2010,"Households without dependent children",2.9
"Italy",2010,"Households with dependent children",2
"Cyprus",2010,"Total",1.7
"Cyprus",2010,"Single person",4.4
"Cyprus",2010,"Single female",2.6
"Cyprus",2010,"Single male",6.9
"Cyprus",2010,"Two adults",1.9
"Cyprus",2010,"Three or more adults",3.3
"Cyprus",2010,"Households without dependent children",2.8
"Cyprus",2010,"Households with dependent children",0.9
"Latvia",2010,"Total",29.7
"Latvia",2010,"Single person",31.1
"Latvia",2010,"Single female",28.6
"Latvia",2010,"Single male",36.4
"Latvia",2010,"Two adults",32.9
"Latvia",2010,"Three or more adults",28.8
"Latvia",2010,"Households without dependent children",31.1
"Latvia",2010,"Households with dependent children",28.5
"Lithuania",2010,"Total",14.6
"Lithuania",2010,"Single person",20.2
"Lithuania",2010,"Single female",18.8
"Lithuania",2010,"Single male",23.3
"Lithuania",2010,"Two adults",15.6
"Lithuania",2010,"Three or more adults",13.7
"Lithuania",2010,"Households without dependent children",16.6
"Lithuania",2010,"Households with dependent children",13.1
"Luxembourg",2010,"Total",1.9
"Luxembourg",2010,"Single person",6
"Luxembourg",2010,"Single female",5.7
"Luxembourg",2010,"Single male",6.4
"Luxembourg",2010,"Two adults",1.4
"Luxembourg",2010,"Three or more adults",1.5
"Luxembourg",2010,"Households without dependent children",2.7
"Luxembourg",2010,"Households with dependent children",1.4
"Hungary",2010,"Total",20
"Hungary",2010,"Single person",26.9
"Hungary",2010,"Single female",26.5
"Hungary",2010,"Single male",27.7
"Hungary",2010,"Two adults",18.2
"Hungary",2010,"Three or more adults",13.8
"Hungary",2010,"Households without dependent children",18.6
"Hungary",2010,"Households with dependent children",21.1
"Malta",2010,"Total",2.7
"Malta",2010,"Single person",5.7
"Malta",2010,"Single female",7.3
"Malta",2010,"Single male",3.3
"Malta",2010,"Two adults",2.4
"Malta",2010,"Three or more adults",2.4
"Malta",2010,"Households without dependent children",2.9
"Malta",2010,"Households with dependent children",2.5
"Netherlands",2010,"Total",5.3
"Netherlands",2010,"Single person",16.1
"Netherlands",2010,"Single female",16.3
"Netherlands",2010,"Single male",15.9
"Netherlands",2010,"Two adults",2.6
"Netherlands",2010,"Three or more adults",0.8
"Netherlands",2010,"Households without dependent children",6.8
"Netherlands",2010,"Households with dependent children",3.8
"Austria",2010,"Total",5.8
"Austria",2010,"Single person",12.1
"Austria",2010,"Single female",12.6
"Austria",2010,"Single male",11.4
"Austria",2010,"Two adults",4.2
"Austria",2010,"Three or more adults",1.9
"Austria",2010,"Households without dependent children",6
"Austria",2010,"Households with dependent children",5.5
"Poland",2010,"Total",11.9
"Poland",2010,"Single person",16.7
"Poland",2010,"Single female",15.9
"Poland",2010,"Single male",18.6
"Poland",2010,"Two adults",14.8
"Poland",2010,"Three or more adults",13.1
"Poland",2010,"Households without dependent children",14.6
"Poland",2010,"Households with dependent children",10
"Portugal",2010,"Total",10.2
"Portugal",2010,"Single person",14.4
"Portugal",2010,"Single female",11.6
"Portugal",2010,"Single male",20.1
"Portugal",2010,"Two adults",11
"Portugal",2010,"Three or more adults",8.1
"Portugal",2010,"Households without dependent children",10.4
"Portugal",2010,"Households with dependent children",10
"Romania",2010,"Total",42.9
"Romania",2010,"Single person",26
"Romania",2010,"Single female",21.4
"Romania",2010,"Single male",34.5
"Romania",2010,"Two adults",31.9
"Romania",2010,"Three or more adults",43
"Romania",2010,"Households without dependent children",34.3
"Romania",2010,"Households with dependent children",48.8
"Slovenia",2010,"Total",3.2
"Slovenia",2010,"Single person",10.6
"Slovenia",2010,"Single female",12.1
"Slovenia",2010,"Single male",8.4
"Slovenia",2010,"Two adults",4
"Slovenia",2010,"Three or more adults",2.3
"Slovenia",2010,"Households without dependent children",5.1
"Slovenia",2010,"Households with dependent children",1.7
"Slovakia",2010,"Total",18.1
"Slovakia",2010,"Single person",26.5
"Slovakia",2010,"Single female",26
"Slovakia",2010,"Single male",27.7
"Slovakia",2010,"Two adults",19.5
"Slovakia",2010,"Three or more adults",16.4
"Slovakia",2010,"Households without dependent children",19.4
"Slovakia",2010,"Households with dependent children",17
"Finland",2010,"Total",8.5
"Finland",2010,"Single person",26.9
"Finland",2010,"Single female",34.6
"Finland",2010,"Single male",17.1
"Finland",2010,"Two adults",5.1
"Finland",2010,"Three or more adults",1.4
"Finland",2010,"Households without dependent children",12.7
"Finland",2010,"Households with dependent children",3.7
"Sweden",2010,"Total",3.1
"Sweden",2010,"Single person",7.1
"Sweden",2010,"Single female",6.9
"Sweden",2010,"Single male",7.4
"Sweden",2010,"Two adults",1.7
"Sweden",2010,"Three or more adults",0.9
"Sweden",2010,"Households without dependent children",3.7
"Sweden",2010,"Households with dependent children",2.5
"United Kingdom",2010,"Total",6.1
"United Kingdom",2010,"Single person",7.5
"United Kingdom",2010,"Single female",5.7
"United Kingdom",2010,"Single male",9.7
"United Kingdom",2010,"Two adults",3.3
"United Kingdom",2010,"Three or more adults",5.1
"United Kingdom",2010,"Households without dependent children",4.8
"United Kingdom",2010,"Households with dependent children",7.3
"Iceland",2010,"Total",3.1
"Iceland",2010,"Single person",10.2
"Iceland",2010,"Single female",11.3
"Iceland",2010,"Single male",9.1
"Iceland",2010,"Two adults",1.2
"Iceland",2010,"Three or more adults",0.7
"Iceland",2010,"Households without dependent children",4.2
"Iceland",2010,"Households with dependent children",2.4
"Norway",2010,"Total",4.7
"Norway",2010,"Single person",12.9
"Norway",2010,"Single female",12.4
"Norway",2010,"Single male",13.4
"Norway",2010,"Two adults",2.2
"Norway",2010,"Three or more adults",3.2
"Norway",2010,"Households without dependent children",6.6
"Norway",2010,"Households with dependent children",3
"Switzerland",2010,"Total",3.8
"Switzerland",2010,"Single person",8.7
"Switzerland",2010,"Single female",9.6
"Switzerland",2010,"Single male",7.3
"Switzerland",2010,"Two adults",2
"Switzerland",2010,"Three or more adults",0.8
"Switzerland",2010,"Households without dependent children",3.5
"Switzerland",2010,"Households with dependent children",4.1
"Former Yugoslav Republic of Macedonia, the",2010,"Total",25.9
"Former Yugoslav Republic of Macedonia, the",2010,"Single person",25.2
"Former Yugoslav Republic of Macedonia, the",2010,"Single female",22.5
"Former Yugoslav Republic of Macedonia, the",2010,"Single male",31.4
"Former Yugoslav Republic of Macedonia, the",2010,"Two adults",28.6
"Former Yugoslav Republic of Macedonia, the",2010,"Three or more adults",31.5
"Former Yugoslav Republic of Macedonia, the",2010,"Households without dependent children",30.1
"Former Yugoslav Republic of Macedonia, the",2010,"Households with dependent children",24
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2011,"Total",8.4
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2011,"Single person",13.9
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2011,"Single female",13.7
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2011,"Single male",14.1
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2011,"Two adults",6.1
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2011,"Three or more adults",7
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2011,"Households without dependent children",8.4
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2011,"Households with dependent children",8.4
"European Union (28 countries)",2011,"Total",8.4
"European Union (28 countries)",2011,"Single person",13.9
"European Union (28 countries)",2011,"Single female",13.7
"European Union (28 countries)",2011,"Single male",14.1
"European Union (28 countries)",2011,"Two adults",6.1
"European Union (28 countries)",2011,"Three or more adults",7
"European Union (28 countries)",2011,"Households without dependent children",8.4
"European Union (28 countries)",2011,"Households with dependent children",8.4
"European Union (27 countries)",2011,"Total",8.4
"European Union (27 countries)",2011,"Single person",13.9
"European Union (27 countries)",2011,"Single female",13.8
"European Union (27 countries)",2011,"Single male",14.1
"European Union (27 countries)",2011,"Two adults",6
"European Union (27 countries)",2011,"Three or more adults",7
"European Union (27 countries)",2011,"Households without dependent children",8.4
"European Union (27 countries)",2011,"Households with dependent children",8.4
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2011,"Total",5.7
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2011,"Single person",13.8
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2011,"Single female",13.8
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2011,"Single male",13.7
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2011,"Two adults",4
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2011,"Three or more adults",3.6
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2011,"Households without dependent children",6.6
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2011,"Households with dependent children",4.7
"Euro area (19 countries)",2011,"Total",5.9
"Euro area (19 countries)",2011,"Single person",13.9
"Euro area (19 countries)",2011,"Single female",14
"Euro area (19 countries)",2011,"Single male",13.9
"Euro area (19 countries)",2011,"Two adults",4.2
"Euro area (19 countries)",2011,"Three or more adults",3.9
"Euro area (19 countries)",2011,"Households without dependent children",6.8
"Euro area (19 countries)",2011,"Households with dependent children",5
"Euro area (18 countries)",2011,"Total",5.9
"Euro area (18 countries)",2011,"Single person",13.9
"Euro area (18 countries)",2011,"Single female",13.9
"Euro area (18 countries)",2011,"Single male",13.8
"Euro area (18 countries)",2011,"Two adults",4.1
"Euro area (18 countries)",2011,"Three or more adults",3.8
"Euro area (18 countries)",2011,"Households without dependent children",6.8
"Euro area (18 countries)",2011,"Households with dependent children",4.9
"Belgium",2011,"Total",7
"Belgium",2011,"Single person",15.1
"Belgium",2011,"Single female",14.2
"Belgium",2011,"Single male",16
"Belgium",2011,"Two adults",4.2
"Belgium",2011,"Three or more adults",5.1
"Belgium",2011,"Households without dependent children",7.9
"Belgium",2011,"Households with dependent children",6.2
"Bulgaria",2011,"Total",22.1
"Bulgaria",2011,"Single person",25.9
"Bulgaria",2011,"Single female",23.8
"Bulgaria",2011,"Single male",29.6
"Bulgaria",2011,"Two adults",26.6
"Bulgaria",2011,"Three or more adults",19.9
"Bulgaria",2011,"Households without dependent children",23.5
"Bulgaria",2011,"Households with dependent children",20.9
"Czech Republic",2011,"Total",9.6
"Czech Republic",2011,"Single person",18.5
"Czech Republic",2011,"Single female",19.9
"Czech Republic",2011,"Single male",16.5
"Czech Republic",2011,"Two adults",9.5
"Czech Republic",2011,"Three or more adults",6.6
"Czech Republic",2011,"Households without dependent children",10.4
"Czech Republic",2011,"Households with dependent children",8.9
"Denmark",2011,"Total",7.1
"Denmark",2011,"Single person",16.3
"Denmark",2011,"Single female",17.6
"Denmark",2011,"Single male",15
"Denmark",2011,"Two adults",4.7
"Denmark",2011,"Three or more adults",0
"Denmark",2011,"Households without dependent children",9.4
"Denmark",2011,"Households with dependent children",4.7
"Germany (until 1990 former territory of the FRG)",2011,"Total",7.7
"Germany (until 1990 former territory of the FRG)",2011,"Single person",21.1
"Germany (until 1990 former territory of the FRG)",2011,"Single female",21.8
"Germany (until 1990 former territory of the FRG)",2011,"Single male",20.3
"Germany (until 1990 former territory of the FRG)",2011,"Two adults",4.1
"Germany (until 1990 former territory of the FRG)",2011,"Three or more adults",1.6
"Germany (until 1990 former territory of the FRG)",2011,"Households without dependent children",9.6
"Germany (until 1990 former territory of the FRG)",2011,"Households with dependent children",5.3
"Estonia",2011,"Total",15.6
"Estonia",2011,"Single person",26.1
"Estonia",2011,"Single female",26.9
"Estonia",2011,"Single male",24.8
"Estonia",2011,"Two adults",19
"Estonia",2011,"Three or more adults",13.1
"Estonia",2011,"Households without dependent children",20.1
"Estonia",2011,"Households with dependent children",11.4
"Ireland",2011,"Total",8.2
"Ireland",2011,"Single person",15.5
"Ireland",2011,"Single female",13.6
"Ireland",2011,"Single male",17.6
"Ireland",2011,"Two adults",7.2
"Ireland",2011,"Three or more adults",8.3
"Ireland",2011,"Households without dependent children",9.2
"Ireland",2011,"Households with dependent children",7.5
"Greece",2011,"Total",8.4
"Greece",2011,"Single person",24.6
"Greece",2011,"Single female",23.3
"Greece",2011,"Single male",26.8
"Greece",2011,"Two adults",9.7
"Greece",2011,"Three or more adults",7.5
"Greece",2011,"Households without dependent children",10.9
"Greece",2011,"Households with dependent children",5.7
"Spain",2011,"Total",5.6
"Spain",2011,"Single person",7.6
"Spain",2011,"Single female",7.5
"Spain",2011,"Single male",7.7
"Spain",2011,"Two adults",4.2
"Spain",2011,"Three or more adults",4.5
"Spain",2011,"Households without dependent children",5
"Spain",2011,"Households with dependent children",6.3
"France",2011,"Total",3.3
"France",2011,"Single person",6.6
"France",2011,"Single female",6.1
"France",2011,"Single male",7.3
"France",2011,"Two adults",2.2
"France",2011,"Three or more adults",1.6
"France",2011,"Households without dependent children",3.5
"France",2011,"Households with dependent children",3
"Croatia",2011,"Total",9
"Croatia",2011,"Single person",14.6
"Croatia",2011,"Single female",10.1
"Croatia",2011,"Single male",23.3
"Croatia",2011,"Two adults",12.6
"Croatia",2011,"Three or more adults",6.3
"Croatia",2011,"Households without dependent children",10.4
"Croatia",2011,"Households with dependent children",7.8
"Italy",2011,"Total",2.8
"Italy",2011,"Single person",5.8
"Italy",2011,"Single female",5.6
"Italy",2011,"Single male",6.2
"Italy",2011,"Two adults",2.5
"Italy",2011,"Three or more adults",1.6
"Italy",2011,"Households without dependent children",3
"Italy",2011,"Households with dependent children",2.5
"Cyprus",2011,"Total",0.9
"Cyprus",2011,"Single person",4
"Cyprus",2011,"Single female",4.1
"Cyprus",2011,"Single male",3.9
"Cyprus",2011,"Two adults",0.6
"Cyprus",2011,"Three or more adults",1.2
"Cyprus",2011,"Households without dependent children",1.4
"Cyprus",2011,"Households with dependent children",0.5
"Latvia",2011,"Total",30.4
"Latvia",2011,"Single person",31.6
"Latvia",2011,"Single female",28.8
"Latvia",2011,"Single male",37.7
"Latvia",2011,"Two adults",34.9
"Latvia",2011,"Three or more adults",29.7
"Latvia",2011,"Households without dependent children",32.5
"Latvia",2011,"Households with dependent children",28.6
"Lithuania",2011,"Total",14.7
"Lithuania",2011,"Single person",20.9
"Lithuania",2011,"Single female",20.9
"Lithuania",2011,"Single male",20.7
"Lithuania",2011,"Two adults",15.1
"Lithuania",2011,"Three or more adults",14.6
"Lithuania",2011,"Households without dependent children",16.8
"Lithuania",2011,"Households with dependent children",13
"Luxembourg",2011,"Total",2.2
"Luxembourg",2011,"Single person",5.7
"Luxembourg",2011,"Single female",4.8
"Luxembourg",2011,"Single male",6.6
"Luxembourg",2011,"Two adults",1.7
"Luxembourg",2011,"Three or more adults",1
"Luxembourg",2011,"Households without dependent children",2.6
"Luxembourg",2011,"Households with dependent children",1.9
"Hungary",2011,"Total",23.4
"Hungary",2011,"Single person",30.8
"Hungary",2011,"Single female",29.1
"Hungary",2011,"Single male",33.9
"Hungary",2011,"Two adults",21.7
"Hungary",2011,"Three or more adults",14.8
"Hungary",2011,"Households without dependent children",22.2
"Hungary",2011,"Households with dependent children",24.6
"Malta",2011,"Total",2.2
"Malta",2011,"Single person",6.1
"Malta",2011,"Single female",7.3
"Malta",2011,"Single male",4.5
"Malta",2011,"Two adults",1.7
"Malta",2011,"Three or more adults",1.4
"Malta",2011,"Households without dependent children",2.2
"Malta",2011,"Households with dependent children",2.2
"Netherlands",2011,"Total",5.6
"Netherlands",2011,"Single person",16.5
"Netherlands",2011,"Single female",18.5
"Netherlands",2011,"Single male",14.3
"Netherlands",2011,"Two adults",2.6
"Netherlands",2011,"Three or more adults",3.2
"Netherlands",2011,"Households without dependent children",7.3
"Netherlands",2011,"Households with dependent children",4
"Austria",2011,"Total",5.9
"Austria",2011,"Single person",12.8
"Austria",2011,"Single female",12.8
"Austria",2011,"Single male",12.9
"Austria",2011,"Two adults",4.9
"Austria",2011,"Three or more adults",2.2
"Austria",2011,"Households without dependent children",6.7
"Austria",2011,"Households with dependent children",5.1
"Poland",2011,"Total",10.6
"Poland",2011,"Single person",15.4
"Poland",2011,"Single female",14.2
"Poland",2011,"Single male",18.2
"Poland",2011,"Two adults",13.4
"Poland",2011,"Three or more adults",11.5
"Poland",2011,"Households without dependent children",13.1
"Poland",2011,"Households with dependent children",8.9
"Portugal",2011,"Total",9.2
"Portugal",2011,"Single person",12.2
"Portugal",2011,"Single female",10.6
"Portugal",2011,"Single male",15.4
"Portugal",2011,"Two adults",10.3
"Portugal",2011,"Three or more adults",6.5
"Portugal",2011,"Households without dependent children",9
"Portugal",2011,"Households with dependent children",9.3
"Romania",2011,"Total",41.1
"Romania",2011,"Single person",23.8
"Romania",2011,"Single female",19.8
"Romania",2011,"Single male",31.6
"Romania",2011,"Two adults",29
"Romania",2011,"Three or more adults",37.7
"Romania",2011,"Households without dependent children",30.7
"Romania",2011,"Households with dependent children",48.5
"Slovenia",2011,"Total",3.6
"Slovenia",2011,"Single person",11.7
"Slovenia",2011,"Single female",12.7
"Slovenia",2011,"Single male",10.2
"Slovenia",2011,"Two adults",4.5
"Slovenia",2011,"Three or more adults",1.9
"Slovenia",2011,"Households without dependent children",5.4
"Slovenia",2011,"Households with dependent children",2.1
"Slovakia",2011,"Total",16.6
"Slovakia",2011,"Single person",28.3
"Slovakia",2011,"Single female",29.8
"Slovakia",2011,"Single male",24.5
"Slovakia",2011,"Two adults",18.1
"Slovakia",2011,"Three or more adults",17
"Slovakia",2011,"Households without dependent children",19.7
"Slovakia",2011,"Households with dependent children",14.3
"Finland",2011,"Total",8.3
"Finland",2011,"Single person",25.3
"Finland",2011,"Single female",32
"Finland",2011,"Single male",16.9
"Finland",2011,"Two adults",5.1
"Finland",2011,"Three or more adults",2.5
"Finland",2011,"Households without dependent children",12.2
"Finland",2011,"Households with dependent children",3.8
"Sweden",2011,"Total",3.1
"Sweden",2011,"Single person",7.4
"Sweden",2011,"Single female",7
"Sweden",2011,"Single male",7.9
"Sweden",2011,"Two adults",1.5
"Sweden",2011,"Three or more adults",1.4
"Sweden",2011,"Households without dependent children",3.7
"Sweden",2011,"Households with dependent children",2.5
"United Kingdom",2011,"Total",6.3
"United Kingdom",2011,"Single person",8.2
"United Kingdom",2011,"Single female",7.5
"United Kingdom",2011,"Single male",9.1
"United Kingdom",2011,"Two adults",4
"United Kingdom",2011,"Three or more adults",4
"United Kingdom",2011,"Households without dependent children",5.1
"United Kingdom",2011,"Households with dependent children",7.4
"Iceland",2011,"Total",3.9
"Iceland",2011,"Single person",12.2
"Iceland",2011,"Single female",12.3
"Iceland",2011,"Single male",12.1
"Iceland",2011,"Two adults",2.4
"Iceland",2011,"Three or more adults",2.5
"Iceland",2011,"Households without dependent children",5.6
