"Država","Leto","Gorivo","Število"
"Germany (until 1990 former territory of the FRG)",2003,"Diesel","8,294,000"
"Germany (until 1990 former territory of the FRG)",2003,"Electrical Energy","2,000"
"Estonia",2003,"Total","434,000"
"Estonia",2003,"All Petroleum Products","380,500"
"Estonia",2003,"Diesel","53,500"
"Ireland",2003,"Total","1,532,000"
"Ireland",2003,"All Petroleum Products","1,303,000"
"Ireland",2003,"LPG","0"
"Ireland",2003,"Diesel","204,000"
"Greece",2003,"Total","3,840,000"
"Spain",2003,"Total","18,688,000"
"Spain",2003,"All Petroleum Products","12,096,000"
"Spain",2003,"Diesel","6,592,000"
"France",2003,"Total","29,560,000"
"France",2003,"All Petroleum Products","16,831,000"
"France",2003,"LPG","141,000"
"France",2003,"Diesel","12,729,000"
"France",2003,"Electrical Energy","3,000"
"Croatia",2003,"Total","1,282,000"
"Croatia",2003,"All Petroleum Products","947,000"
"Croatia",2003,"LPG","0"
"Croatia",2003,"Diesel","335,000"
"Croatia",2003,"Electrical Energy","0"
"Italy",2003,"Total","34,310,000"
"Italy",2003,"All Petroleum Products","25,522,000"
"Italy",2003,"LPG","1,041,000"
"Italy",2003,"Diesel","7,433,000"
"Cyprus",2003,"Total","303,000"
"Cyprus",2003,"All Petroleum Products","269,000"
"Cyprus",2003,"Diesel","34,000"
"Latvia",2003,"Total","648,900"
"Latvia",2003,"All Petroleum Products","557,700"
"Latvia",2003,"LPG","0"
"Latvia",2003,"Diesel","91,100"
"Latvia",2003,"Electrical Energy","0"
"Lithuania",2003,"Total","1,256,853"
"Luxembourg",2003,"Total","293,000"
"Luxembourg",2003,"All Petroleum Products","176,000"
"Luxembourg",2003,"LPG","0"
"Luxembourg",2003,"Diesel","117,000"
"Luxembourg",2003,"Electrical Energy","0"
"Hungary",2003,"Total","2,777,000"
"Hungary",2003,"All Petroleum Products","2,418,000"
"Hungary",2003,"LPG","1,000"
"Hungary",2003,"Diesel","344,000"
"Hungary",2003,"Electrical Energy","0"
"Netherlands",2003,"Total","6,909,000"
"Netherlands",2003,"All Petroleum Products","5,625,000"
"Netherlands",2003,"LPG","262,000"
"Netherlands",2003,"Diesel","1,022,000"
"Netherlands",2003,"Electrical Energy","1,000"
"Austria",2003,"Total","4,054,000"
"Austria",2003,"All Petroleum Products","2,169,000"
"Austria",2003,"Diesel","1,885,000"
"Poland",2003,"Total","11,243,800"
"Poland",2003,"All Petroleum Products","9,506,400"
"Poland",2003,"LPG","409,000"
"Poland",2003,"Diesel","1,007,500"
"Slovenia",2003,"Total","890,000"
"Slovenia",2003,"All Petroleum Products","769,000"
"Slovenia",2003,"Diesel","139,000"
"Slovakia",2003,"Total","1,356,200"
"Finland",2003,"Total","2,275,000"
"Finland",2003,"All Petroleum Products","1,995,000"
"Finland",2003,"LPG","0"
"Finland",2003,"Diesel","264,000"
"Finland",2003,"Electrical Energy","0"
"Sweden",2003,"Total","4,075,000"
"Sweden",2003,"All Petroleum Products","3,878,000"
"Sweden",2003,"LPG","10"
"Sweden",2003,"Diesel","196,000"
"Sweden",2003,"Electrical Energy","180"
"United Kingdom",2003,"Total","26,953,000"
"United Kingdom",2003,"All Petroleum Products","21,805,000"
"United Kingdom",2003,"LPG","24,000"
"United Kingdom",2003,"Diesel","4,400,000"
"Iceland",2003,"Total","167,000"
"Iceland",2003,"All Petroleum Products","148,000"
"Iceland",2003,"Diesel","19,000"
"Liechtenstein",2003,"Total","23,520"
"Liechtenstein",2003,"All Petroleum Products","21,130"
"Liechtenstein",2003,"Diesel","2,390"
"Liechtenstein",2003,"Electrical Energy","30"
"Switzerland",2003,"Total","3,754,000"
"Switzerland",2003,"All Petroleum Products","3,491,000"
"Switzerland",2003,"Diesel","262,000"
"Switzerland",2003,"Electrical Energy","1,000"
"Turkey",2003,"Total","4,700,000"
"Belgium",2004,"Total","4,874,000"
"Belgium",2004,"All Petroleum Products","2,490,000"
"Belgium",2004,"LPG","65,000"
"Belgium",2004,"Diesel","2,301,000"
"Belgium",2004,"Electrical Energy","0"
"Bulgaria",2004,"Total","2,438,000"
"Czech Republic",2004,"Total","3,816,000"
"Czech Republic",2004,"All Petroleum Products","3,164,000"
"Czech Republic",2004,"Diesel","646,000"
"Germany (until 1990 former territory of the FRG)",2004,"Total","45,376,000"
"Germany (until 1990 former territory of the FRG)",2004,"All Petroleum Products","36,265,000"
"Germany (until 1990 former territory of the FRG)",2004,"Diesel","9,071,000"
"Germany (until 1990 former territory of the FRG)",2004,"Electrical Energy","2,000"
"Estonia",2004,"Total","471,000"
"Estonia",2004,"All Petroleum Products","404,000"
"Estonia",2004,"LPG","0"
"Estonia",2004,"Diesel","67,000"
"Estonia",2004,"Electrical Energy","0"
"Ireland",2004,"Total","1,582,000"
"Ireland",2004,"All Petroleum Products","1,361,000"
"Ireland",2004,"LPG","0"
"Ireland",2004,"Diesel","222,000"
"Greece",2004,"Total","4,073,511"
"Spain",2004,"Total","19,542,000"
"Spain",2004,"All Petroleum Products","12,035,000"
"Spain",2004,"LPG","0"
"Spain",2004,"Diesel","7,507,000"
"Spain",2004,"Electrical Energy","0"
"France",2004,"Total","29,900,000"
"France",2004,"All Petroleum Products","16,310,000"
"France",2004,"LPG","141,000"
"France",2004,"Diesel","13,590,000"
"France",2004,"Electrical Energy","3,000"
"Croatia",2004,"Total","1,329,000"
"Croatia",2004,"All Petroleum Products","950,000"
"Croatia",2004,"LPG","0"
"Croatia",2004,"Diesel","379,000"
"Croatia",2004,"Electrical Energy","0"
"Italy",2004,"Total","33,973,000"
"Italy",2004,"All Petroleum Products","24,100,000"
"Italy",2004,"LPG","975,000"
"Italy",2004,"Diesel","8,572,000"
"Cyprus",2004,"Total","336,000"
"Cyprus",2004,"All Petroleum Products","302,000"
"Cyprus",2004,"Diesel","34,000"
"Latvia",2004,"Total","686,100"
"Latvia",2004,"All Petroleum Products","576,600"
"Latvia",2004,"LPG","0"
"Latvia",2004,"Diesel","109,400"
"Latvia",2004,"Electrical Energy","0"
"Lithuania",2004,"Total","1,315,914"
"Luxembourg",2004,"Total","299,000"
"Luxembourg",2004,"All Petroleum Products","166,000"
"Luxembourg",2004,"LPG","0"
"Luxembourg",2004,"Diesel","133,000"
"Luxembourg",2004,"Electrical Energy","0"
"Hungary",2004,"Total","2,828,000"
"Hungary",2004,"All Petroleum Products","2,422,000"
"Hungary",2004,"LPG","1,000"
"Hungary",2004,"Diesel","393,000"
"Hungary",2004,"Electrical Energy","1,000"
"Netherlands",2004,"Total","6,992,000"
"Netherlands",2004,"All Petroleum Products","5,683,000"
"Netherlands",2004,"LPG","238,000"
"Netherlands",2004,"Diesel","1,069,000"
"Netherlands",2004,"Electrical Energy","2,000"
"Austria",2004,"Total","4,109,000"
"Austria",2004,"All Petroleum Products","2,087,000"
"Austria",2004,"LPG","0"
"Austria",2004,"Diesel","2,022,000"
"Austria",2004,"Electrical Energy","0"
"Poland",2004,"Total","11,975,000"
"Poland",2004,"All Petroleum Products","9,390,000"
"Poland",2004,"LPG","841,000"
"Poland",2004,"Diesel","1,744,000"
"Romania",2004,"Total","3,225,300"
"Slovenia",2004,"Total","911,000"
"Slovakia",2004,"Total","1,197,000"
"Finland",2004,"Total","2,347,000"
"Finland",2004,"All Petroleum Products","2,057,000"
"Finland",2004,"LPG","0"
"Finland",2004,"Diesel","274,000"
"Finland",2004,"Electrical Energy","0"
"Sweden",2004,"Total","4,113,000"
"Sweden",2004,"All Petroleum Products","3,906,000"
"Sweden",2004,"LPG","10"
"Sweden",2004,"Diesel","205,000"
"Sweden",2004,"Electrical Energy","140"
"United Kingdom",2004,"Total","27,765,100"
"United Kingdom",2004,"All Petroleum Products","21,976,606"
"United Kingdom",2004,"LPG","24,946"
"United Kingdom",2004,"Diesel","5,010,583"
"United Kingdom",2004,"Electrical Energy","436"
"Iceland",2004,"Total","175,000"
"Iceland",2004,"All Petroleum Products","155,000"
"Iceland",2004,"LPG","0"
"Iceland",2004,"Diesel","20,000"
"Iceland",2004,"Electrical Energy","0"
"Liechtenstein",2004,"Total","23,940"
"Liechtenstein",2004,"All Petroleum Products","21,020"
"Liechtenstein",2004,"Diesel","2,910"
"Liechtenstein",2004,"Electrical Energy","0"
"Norway",2004,"Total","1,978,000"
"Norway",2004,"All Petroleum Products","1,721,000"
"Norway",2004,"Diesel","255,000"
"Norway",2004,"Electrical Energy","1,000"
"Switzerland",2004,"Total","3,811,000"
"Switzerland",2004,"All Petroleum Products","3,490,000"
"Switzerland",2004,"Diesel","319,000"
"Switzerland",2004,"Electrical Energy","1,000"
"Turkey",2004,"Total","5,400,000"
"Turkey",2004,"All Petroleum Products","4,062,000"
"Turkey",2004,"LPG","793,000"
"Turkey",2004,"Diesel","253,000"
"Belgium",2005,"Total","4,919,000"
"Belgium",2005,"All Petroleum Products","2,423,000"
"Belgium",2005,"LPG","60,000"
"Belgium",2005,"Diesel","2,417,000"
"Belgium",2005,"Electrical Energy","22,000"
"Bulgaria",2005,"Total","2,538,000"
"Czech Republic",2005,"Total","3,959,000"
"Czech Republic",2005,"All Petroleum Products","3,234,000"
"Czech Republic",2005,"Diesel","718,000"
"Germany (until 1990 former territory of the FRG)",2005,"Total","46,090,000"
"Germany (until 1990 former territory of the FRG)",2005,"All Petroleum Products","35,919,000"
"Germany (until 1990 former territory of the FRG)",2005,"Diesel","10,091,000"
"Germany (until 1990 former territory of the FRG)",2005,"Electrical Energy","2,000"
"Estonia",2005,"Total","493,700"
"Estonia",2005,"All Petroleum Products","414,900"
"Estonia",2005,"Diesel","78,800"
"Ireland",2005,"Total","1,662,000"
"Greece",2005,"Total","4,303,129"
"France",2005,"Total","30,100,000"
"France",2005,"All Petroleum Products","15,752,000"
"France",2005,"LPG","141,000"
"France",2005,"Diesel","14,348,000"
"France",2005,"Electrical Energy","3,000"
"Croatia",2005,"Total","1,374,000"
"Croatia",2005,"All Petroleum Products","956,000"
"Croatia",2005,"LPG","0"
"Croatia",2005,"Diesel","418,000"
"Croatia",2005,"Electrical Energy","0"
"Italy",2005,"Total","34,667,000"
"Italy",2005,"All Petroleum Products","23,525,000"
"Italy",2005,"LPG","977,000"
"Italy",2005,"Diesel","9,811,000"
"Cyprus",2005,"Total","355,000"
"Cyprus",2005,"All Petroleum Products","322,000"
"Cyprus",2005,"Diesel","33,000"
"Latvia",2005,"Total","742,400"
"Latvia",2005,"All Petroleum Products","610,800"
"Latvia",2005,"LPG","0"
"Latvia",2005,"Diesel","131,600"
"Latvia",2005,"Electrical Energy","0"
"Lithuania",2005,"Total","1,455,276"
"Luxembourg",2005,"Total","307,000"
"Luxembourg",2005,"All Petroleum Products","156,000"
"Luxembourg",2005,"LPG","190"
"Luxembourg",2005,"Diesel","151,000"
"Luxembourg",2005,"Electrical Energy","80"
"Hungary",2005,"Total","2,889,000"
"Hungary",2005,"All Petroleum Products","2,526,000"
"Hungary",2005,"LPG","1,000"
"Hungary",2005,"Diesel","362,000"
"Hungary",2005,"Electrical Energy","2,000"
"Malta",2005,"Total","212,720"
"Malta",2005,"All Petroleum Products","150,200"
"Malta",2005,"LPG","1"
"Malta",2005,"Diesel","62,265"
"Malta",2005,"Electrical Energy","28"
"Netherlands",2005,"Total","7,092,000"
"Netherlands",2005,"All Petroleum Products","5,741,000"
"Netherlands",2005,"LPG","230,000"
"Netherlands",2005,"Diesel","1,117,000"
"Netherlands",2005,"Electrical Energy","5,000"
"Austria",2005,"Total","4,157,000"
"Austria",2005,"All Petroleum Products","2,029,000"
"Austria",2005,"LPG","0"
"Austria",2005,"Diesel","2,128,000"
"Austria",2005,"Electrical Energy","0"
"Poland",2005,"Total","12,339,000"
"Poland",2005,"All Petroleum Products","9,154,000"
"Poland",2005,"LPG","1,306,000"
"Poland",2005,"Diesel","1,260,000"
"Romania",2005,"Total","3,364,000"
"Slovenia",2005,"Total","960,000"
"Slovenia",2005,"All Petroleum Products","753,000"
"Slovenia",2005,"Diesel","205,000"
"Slovakia",2005,"Total","1,303,700"
"Finland",2005,"Total","2,430,000"
"Finland",2005,"All Petroleum Products","2,113,000"
"Finland",2005,"LPG","0"
"Finland",2005,"Diesel","301,000"
"Finland",2005,"Electrical Energy","0"
"Sweden",2005,"Total","4,154,000"
"Sweden",2005,"All Petroleum Products","3,931,000"
"Sweden",2005,"LPG","10"
"Sweden",2005,"Diesel","218,000"
"Sweden",2005,"Electrical Energy","120"
"United Kingdom",2005,"Total","28,285,000"
"United Kingdom",2005,"All Petroleum Products","21,876,000"
"United Kingdom",2005,"LPG","25,537"
"United Kingdom",2005,"Diesel","5,596,101"
"United Kingdom",2005,"Electrical Energy","619"
"Iceland",2005,"Total","187,000"
"Iceland",2005,"All Petroleum Products","163,000"
"Iceland",2005,"Diesel","24,000"
"Iceland",2005,"Electrical Energy","8,000"
"Liechtenstein",2005,"Total","24,390"
"Liechtenstein",2005,"All Petroleum Products","20,900"
"Liechtenstein",2005,"LPG","0"
"Liechtenstein",2005,"Diesel","3,300"
"Liechtenstein",2005,"Electrical Energy","0"
"Norway",2005,"Total","2,029,000"
"Norway",2005,"All Petroleum Products","1,711,000"
"Norway",2005,"Diesel","316,000"
"Norway",2005,"Electrical Energy","1,000"
"Switzerland",2005,"Total","3,864,000"
"Switzerland",2005,"All Petroleum Products","3,475,000"
"Switzerland",2005,"LPG","0"
"Switzerland",2005,"Diesel","381,000"
"Switzerland",2005,"Electrical Energy","1,000"
"Former Yugoslav Republic of Macedonia, the",2005,"Total","253,200"
"Former Yugoslav Republic of Macedonia, the",2005,"All Petroleum Products","198,000"
"Former Yugoslav Republic of Macedonia, the",2005,"LPG","9,000"
"Former Yugoslav Republic of Macedonia, the",2005,"Diesel","46,200"
"Turkey",2005,"Total","5,773,000"
"Turkey",2005,"All Petroleum Products","3,883,000"
"Turkey",2005,"LPG","1,259,000"
"Turkey",2005,"Diesel","395,000"
"Belgium",2006,"Total","4,976,000"
"Belgium",2006,"All Petroleum Products","2,330,000"
"Belgium",2006,"LPG","56,000"
"Belgium",2006,"Diesel","2,571,000"
"Belgium",2006,"Electrical Energy","13,000"
"Bulgaria",2006,"Total","1,768,000"
"Czech Republic",2006,"Total","4,109,000"
"Czech Republic",2006,"All Petroleum Products","3,298,000"
"Czech Republic",2006,"Diesel","805,000"
"Denmark",2006,"Total","2,479,000"
"Germany (until 1990 former territory of the FRG)",2006,"Total","46,570,000"
"Germany (until 1990 former territory of the FRG)",2006,"All Petroleum Products","35,594,000"
"Germany (until 1990 former territory of the FRG)",2006,"Diesel","10,820,000"
"Estonia",2006,"Total","554,000"
"Estonia",2006,"All Petroleum Products","451,100"
"Estonia",2006,"LPG","0"
"Estonia",2006,"Diesel","102,900"
"Estonia",2006,"Electrical Energy","0"
"Ireland",2006,"Total","1,779,000"
"Ireland",2006,"All Petroleum Products","1,542,000"
"Ireland",2006,"Diesel","338,000"
"Greece",2006,"Total","4,543,016"
"Spain",2006,"Total","21,053,000"
"Spain",2006,"All Petroleum Products","11,667,000"
"Spain",2006,"Diesel","9,380,000"
"France",2006,"Total","30,400,000"
"France",2006,"All Petroleum Products","15,257,000"
"France",2006,"LPG","148,000"
"France",2006,"Diesel","15,143,000"
"France",2006,"Electrical Energy","3,000"
"Croatia",2006,"Total","1,426,000"
"Croatia",2006,"All Petroleum Products","970,000"
"Croatia",2006,"Diesel","456,000"
"Croatia",2006,"Electrical Energy","0"
"Italy",2006,"Total","35,297,000"
"Italy",2006,"All Petroleum Products","22,914,000"
"Italy",2006,"LPG","992,000"
"Italy",2006,"Diesel","11,007,000"
"Cyprus",2006,"Total","373,000"
"Cyprus",2006,"All Petroleum Products","341,000"
"Cyprus",2006,"Diesel","32,000"
"Latvia",2006,"Total","822,010"
"Latvia",2006,"All Petroleum Products","655,160"
"Latvia",2006,"LPG","0"
"Latvia",2006,"Diesel","166,790"
"Latvia",2006,"Electrical Energy","0"
"Lithuania",2006,"Total","1,592,238"
"Luxembourg",2006,"Total","315,000"
"Luxembourg",2006,"All Petroleum Products","146,000"
"Luxembourg",2006,"LPG","190"
"Luxembourg",2006,"Diesel","169,000"
"Luxembourg",2006,"Electrical Energy","190"
"Hungary",2006,"Total","3,214,000"
"Hungary",2006,"All Petroleum Products","2,708,000"
"Hungary",2006,"LPG","1,000"
"Hungary",2006,"Diesel","498,000"
"Hungary",2006,"Electrical Energy","2,000"
"Malta",2006,"Total","217,924"
"Malta",2006,"All Petroleum Products","154,554"
"Malta",2006,"LPG","1"
"Malta",2006,"Diesel","63,281"
"Malta",2006,"Electrical Energy","28"
"Netherlands",2006,"Total","7,230,000"
"Netherlands",2006,"All Petroleum Products","5,811,000"
"Netherlands",2006,"LPG","227,000"
"Netherlands",2006,"Diesel","1,184,000"
"Netherlands",2006,"Electrical Energy","8,000"
"Austria",2006,"Total","4,205,000"
"Austria",2006,"All Petroleum Products","1,983,000"
"Austria",2006,"LPG","0"
"Austria",2006,"Diesel","2,221,000"
"Austria",2006,"Electrical Energy","0"
"Poland",2006,"Total","13,384,000"
"Poland",2006,"All Petroleum Products","9,565,000"
"Poland",2006,"LPG","1,623,000"
"Poland",2006,"Diesel","1,640,000"
"Romania",2006,"Total","3,221,000"
"Slovenia",2006,"Total","980,000"
"Slovenia",2006,"All Petroleum Products","741,000"
"Slovenia",2006,"Diesel","237,000"
"Slovakia",2006,"Total","1,333,700"
"Finland",2006,"Total","2,506,000"
"Finland",2006,"All Petroleum Products","2,157,000"
"Finland",2006,"LPG","0"
"Finland",2006,"Diesel","332,000"
"Finland",2006,"Electrical Energy","0"
"Sweden",2006,"Total","4,202,000"
"Sweden",2006,"All Petroleum Products","3,941,000"
"Sweden",2006,"LPG","10"
"Sweden",2006,"Diesel","261,000"
"Sweden",2006,"Electrical Energy","120"
"United Kingdom",2006,"LPG","27,000"
"United Kingdom",2006,"Electrical Energy","810"
"Liechtenstein",2006,"Total","24,290"
"Liechtenstein",2006,"All Petroleum Products","20,270"
"Liechtenstein",2006,"LPG","10"
"Liechtenstein",2006,"Diesel","3,980"
"Liechtenstein",2006,"Electrical Energy","0"
"Norway",2006,"Total","2,084,000"
"Norway",2006,"All Petroleum Products","1,693,000"
"Norway",2006,"LPG","0"
"Norway",2006,"Diesel","389,000"
"Norway",2006,"Electrical Energy","1,000"
"Switzerland",2006,"Total","3,900,000"
"Switzerland",2006,"All Petroleum Products","3,442,000"
"Switzerland",2006,"LPG","0"
"Switzerland",2006,"Diesel","452,000"
"Switzerland",2006,"Electrical Energy","1,000"
"Former Yugoslav Republic of Macedonia, the",2006,"Total","242,300"
"Former Yugoslav Republic of Macedonia, the",2006,"All Petroleum Products","186,800"
"Former Yugoslav Republic of Macedonia, the",2006,"LPG","9,700"
"Former Yugoslav Republic of Macedonia, the",2006,"Diesel","45,800"
"Turkey",2006,"Total","6,141,000"
"Turkey",2006,"All Petroleum Products","3,838,000"
"Turkey",2006,"LPG","1,523,000"
"Turkey",2006,"Diesel","584,000"
"Belgium",2007,"Total","5,049,000"
"Belgium",2007,"All Petroleum Products","2,248,000"
"Belgium",2007,"LPG","51,000"
"Belgium",2007,"Diesel","2,731,000"
"Belgium",2007,"Electrical Energy","8,000"
"Bulgaria",2007,"Total","2,082,000"
"Czech Republic",2007,"Total","4,280,000"
"Czech Republic",2007,"All Petroleum Products","3,374,000"
"Czech Republic",2007,"Diesel","901,000"
"Denmark",2007,"Total","2,554,000"
"Estonia",2007,"Total","523,800"
"Estonia",2007,"All Petroleum Products","407,600"
"Estonia",2007,"LPG","0"
"Estonia",2007,"Diesel","116,200"
"Estonia",2007,"Electrical Energy","0"
"Ireland",2007,"Total","1,883,000"
"Ireland",2007,"All Petroleum Products","1,542,000"
"Ireland",2007,"Diesel","338,000"
"Greece",2007,"Total","4,798,530"
"Spain",2007,"Total","21,760,000"
"Spain",2007,"All Petroleum Products","11,500,000"
"Spain",2007,"Diesel","10,256,000"
"France",2007,"Total","30,700,000"
"France",2007,"All Petroleum Products","14,778,000"
"France",2007,"LPG","145,000"
"France",2007,"Diesel","15,922,000"
"France",2007,"Electrical Energy","3,000"
"Croatia",2007,"Total","1,510,000"
"Croatia",2007,"All Petroleum Products","980,000"
"Croatia",2007,"LPG","24,000"
"Croatia",2007,"Diesel","506,000"
"Croatia",2007,"Electrical Energy","0"
"Italy",2007,"Total","35,680,000"
"Italy",2007,"All Petroleum Products","22,180,000"
"Italy",2007,"LPG","1,002,000"
"Italy",2007,"Diesel","12,065,000"
"Cyprus",2007,"Total","411,000"
"Cyprus",2007,"All Petroleum Products","375,000"
"Cyprus",2007,"Diesel","36,000"
"Latvia",2007,"Total","904,870"
"Latvia",2007,"All Petroleum Products","696,750"
"Latvia",2007,"LPG","0"
"Latvia",2007,"Diesel","208,070"
"Latvia",2007,"Electrical Energy","0"
"Lithuania",2007,"Total","1,587,903"
"Luxembourg",2007,"Total","322,000"
"Luxembourg",2007,"All Petroleum Products","137,000"
"Luxembourg",2007,"LPG","200"
"Luxembourg",2007,"Diesel","184,000"
"Luxembourg",2007,"Electrical Energy","320"
"Hungary",2007,"Total","3,262,000"
"Hungary",2007,"All Petroleum Products","2,706,000"
"Hungary",2007,"LPG","1,000"
"Hungary",2007,"Diesel","550,000"
"Hungary",2007,"Electrical Energy","1,000"
"Malta",2007,"Total","224,009"
"Malta",2007,"All Petroleum Products","159,508"
"Malta",2007,"LPG","1"
"Malta",2007,"Diesel","64,217"
"Malta",2007,"Electrical Energy","44"
"Netherlands",2007,"Total","7,392,000"
"Netherlands",2007,"All Petroleum Products","5,905,000"
"Netherlands",2007,"LPG","224,000"
"Netherlands",2007,"Diesel","1,251,000"
"Netherlands",2007,"Electrical Energy","11,000"
"Austria",2007,"Total","4,246,000"
"Austria",2007,"All Petroleum Products","1,960,000"
"Austria",2007,"LPG","0"
"Austria",2007,"Diesel","2,283,000"
"Austria",2007,"Electrical Energy","0"
"Poland",2007,"Total","14,589,000"
"Poland",2007,"All Petroleum Products","9,975,000"
"Poland",2007,"LPG","1,927,000"
"Poland",2007,"Diesel","2,182,000"
"Romania",2007,"Total","3,541,000"
"Slovenia",2007,"Total","1,014,000"
"Slovenia",2007,"All Petroleum Products","734,000"
"Slovenia",2007,"Diesel","278,000"
"Slovakia",2007,"Total","1,433,900"
"Finland",2007,"Total","2,570,000"
"Finland",2007,"All Petroleum Products","2,184,000"
"Finland",2007,"LPG","0"
"Finland",2007,"Diesel","370,000"
"Finland",2007,"Electrical Energy","0"
"Sweden",2007,"Total","4,258,000"
"Sweden",2007,"All Petroleum Products","3,905,000"
"Sweden",2007,"LPG","10"
"Sweden",2007,"Diesel","352,000"
"Sweden",2007,"Electrical Energy","130"
"Liechtenstein",2007,"Total","24,368"
"Liechtenstein",2007,"All Petroleum Products","19,803"
"Liechtenstein",2007,"LPG","0"
"Liechtenstein",2007,"Diesel","4,489"
"Liechtenstein",2007,"Electrical Energy","1"
"Norway",2007,"Total","2,155,000"
"Norway",2007,"All Petroleum Products","1,646,000"
"Norway",2007,"LPG","0"
"Norway",2007,"Diesel","507,000"
"Norway",2007,"Electrical Energy","1,000"
"Switzerland",2007,"Total","3,956,000"
"Switzerland",2007,"All Petroleum Products","3,418,000"
"Switzerland",2007,"LPG","0"
"Switzerland",2007,"Diesel","525,000"
"Switzerland",2007,"Electrical Energy","1,000"
"Former Yugoslav Republic of Macedonia, the",2007,"Total","248,800"
"Former Yugoslav Republic of Macedonia, the",2007,"All Petroleum Products","191,000"
"Former Yugoslav Republic of Macedonia, the",2007,"LPG","10,800"
"Former Yugoslav Republic of Macedonia, the",2007,"Diesel","47,000"
"Turkey",2007,"Total","6,472,000"
"Turkey",2007,"All Petroleum Products","3,715,000"
"Turkey",2007,"LPG","1,826,000"
"Turkey",2007,"Diesel","764,000"
"Belgium",2008,"Total","5,131,000"
"Belgium",2008,"All Petroleum Products","2,161,000"
"Belgium",2008,"LPG","47,000"
"Belgium",2008,"Diesel","2,903,000"
"Belgium",2008,"Electrical Energy","10,000"
"Bulgaria",2008,"Total","2,366,000"
"Czech Republic",2008,"Total","4,423,000"
"Czech Republic",2008,"All Petroleum Products","3,410,000"
"Czech Republic",2008,"Diesel","1,008,000"
"Denmark",2008,"Total","2,580,000"
"Germany (until 1990 former territory of the FRG)",2008,"Total","41,321,000"
"Germany (until 1990 former territory of the FRG)",2008,"All Petroleum Products","30,639,000"
"Germany (until 1990 former territory of the FRG)",2008,"LPG","306,000"
"Germany (until 1990 former territory of the FRG)",2008,"Diesel","10,290,000"
"Germany (until 1990 former territory of the FRG)",2008,"Electrical Energy","1,000"
"Estonia",2008,"Total","551,800"
"Estonia",2008,"All Petroleum Products","423,500"
"Estonia",2008,"LPG","0"
"Estonia",2008,"Diesel","128,300"
"Estonia",2008,"Electrical Energy","0"
"Ireland",2008,"Total","2,000,500"
"Ireland",2008,"All Petroleum Products","1,568,550"
"Ireland",2008,"LPG","0"
"Ireland",2008,"Diesel","424,630"
"Ireland",2008,"Electrical Energy","20"
"Greece",2008,"Total","5,023,944"
"Spain",2008,"Total","22,145,000"
"Spain",2008,"All Petroleum Products","11,345,000"
"Spain",2008,"Diesel","10,797,000"
"Croatia",2008,"Total","1,551,000"
"Croatia",2008,"All Petroleum Products","987,000"
"Croatia",2008,"LPG","39,000"
"Croatia",2008,"Diesel","525,000"
"Croatia",2008,"Electrical Energy","0"
"Italy",2008,"Total","36,105,000"
"Italy",2008,"All Petroleum Products","21,653,000"
"Italy",2008,"LPG","1,129,000"
"Italy",2008,"Diesel","12,808,000"
"Cyprus",2008,"Total","444,000"
"Cyprus",2008,"All Petroleum Products","403,000"
"Cyprus",2008,"Diesel","40,000"
"Cyprus",2008,"Electrical Energy","1,000"
"Latvia",2008,"Total","932,830"
"Latvia",2008,"All Petroleum Products","705,970"
"Latvia",2008,"LPG","0"
"Latvia",2008,"Diesel","226,810"
"Latvia",2008,"Electrical Energy","0"
"Lithuania",2008,"Total","1,671,065"
"Luxembourg",2008,"Total","328,000"
"Luxembourg",2008,"All Petroleum Products","131,000"
"Luxembourg",2008,"LPG","240"
"Luxembourg",2008,"Diesel","196,000"
"Luxembourg",2008,"Electrical Energy","0"
"Hungary",2008,"Total","3,055,000"
"Hungary",2008,"All Petroleum Products","2,460,000"
"Hungary",2008,"Diesel","591,000"
"Malta",2008,"Total","229,470"
"Malta",2008,"All Petroleum Products","164,221"
"Malta",2008,"LPG","1"
"Malta",2008,"Diesel","65,060"
"Malta",2008,"Electrical Energy","38"
"Netherlands",2008,"Total","7,542,000"
"Netherlands",2008,"All Petroleum Products","6,012,000"
"Netherlands",2008,"LPG","230,000"
"Netherlands",2008,"Diesel","1,277,000"
"Netherlands",2008,"Electrical Energy","23,000"
"Austria",2008,"Total","4,285,000"
"Austria",2008,"All Petroleum Products","1,958,000"
"Austria",2008,"LPG","0"
"Austria",2008,"Diesel","2,323,000"
"Austria",2008,"Electrical Energy","0"
"Poland",2008,"Total","16,080,000"
"Poland",2008,"All Petroleum Products","10,535,000"
"Poland",2008,"LPG","2,170,000"
"Poland",2008,"Diesel","2,906,000"
"Romania",2008,"Total","4,027,000"
"Romania",2008,"All Petroleum Products","2,901,000"
"Romania",2008,"Diesel","1,125,000"
"Romania",2008,"Electrical Energy","1,000"
"Slovenia",2008,"Total","1,045,180"
"Slovenia",2008,"All Petroleum Products","729,740"
"Slovenia",2008,"Diesel","312,960"
"Slovakia",2008,"Total","1,544,900"
"Finland",2008,"Total","2,700,000"
"Finland",2008,"All Petroleum Products","2,236,000"
"Finland",2008,"LPG","0"
"Finland",2008,"Diesel","447,000"
"Finland",2008,"Electrical Energy","0"
"Sweden",2008,"Total","4,279,000"
"Sweden",2008,"All Petroleum Products","3,860,000"
"Sweden",2008,"LPG","10"
"Sweden",2008,"Diesel","417,000"
"Sweden",2008,"Electrical Energy","130"
